//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
1640 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
1641 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
1642 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
1643 - 600 -1 -1 -1 5 1 60 89 MAGE -1 -1 PASSIVE
//Infernal Mage - 66
1644 - 600 -1 -1 -1 5 1 60 89 MAGE -1 -1 PASSIVE
//Infernal Mage - 66
1645 - 600 -1 -1 -1 5 1 60 89 MAGE -1 -1 PASSIVE
//Infernal Mage - 66
1646 - 600 -1 -1 -1 5 1 60 89 MAGE -1 -1 PASSIVE
//Infernal Mage - 66
1647 - 600 -1 -1 -1 5 1 60 89 MAGE -1 -1 PASSIVE
//Moss giant - 84
1681 - 1200 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Undead cow - 2
1691 - 80 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Undead chicken - 1
1692 - 300 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Tortured soul - 59
1698 - 510 -1 -1 -1 5 1 60 74 MELEE -1 -1 PASSIVE
//H.A.M. Guard - 12
1710 - 150 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//H.A.M. Guard - 18
1711 - 200 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//H.A.M. Guard - 22
1712 - 300 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Terrorbird - 28
1751 - 340 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Mounted terrorbird gnome - 31
1752 - 370 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Farmer - 7
1757 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Farmer - 7
1758 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Farmer - 7
1760 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Cow - 2
1767 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Goblin - 2
1769 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
1770 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
1771 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
1772 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
1773 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
1774 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
1775 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
1776 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dwarf gang member - 44
1795 - 400 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Dwarf gang member - 48
1796 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Dwarf gang member - 49
1797 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Slagilith - 92
1802 - 600 -1 -1 -1 4 1 60 260 MELEE -1 -1 AGRESSIVE
//The Kendal - 70
1812 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//The Kendal - 70
1813 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Camp dweller - 31
1814 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Camp dweller - 31
1815 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Camp dweller - 31
1816 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Camp dweller - 31
1817 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Cave goblin - 3
1822 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Cave goblin - 3
1823 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Cave goblin - 3
1824 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Cave goblin - 3
1825 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Gargoyle - 111
1827 - 1050 -1 -1 -1 5 1 60 119 MELEE -1 -1 AGRESSIVE
//Giant frog - 99
1828 - 1000 -1 -1 -1 5 1 60 94 MELEE -1 -1 PASSIVE
//Big frog - 24
1829 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Cave slime - 23
1831 - 230 -1 -1 -1 5 1 60 27 MELEE -1 -1 PASSIVE
//Cave bug - 6
1832 - 50 -1 -1 -1 5 1 60 10 MELEE -1 -1 PASSIVE
//Arzinian Avatar of Strength - 125
1851 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Strength - 75
1852 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Ranging - 125
1854 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Ranging - 75
1855 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Magic - 125
1857 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Magic - 75
1858 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Desert snake - 5
1874 - 60 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Bandit champion - 70
1885 - 500 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Menaphite Thug - 55
1904 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Menaphite Thug - 55
1905 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Tough Guy - 75
1906 - 750 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Kamil - 154
1913 - 1300 -1 -1 -1 4 1 60 240 MELEE -1 -1 AGRESSIVE
//Dessous - 139
1914 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Dessous - 139
1915 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Ice troll - 124
1936 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Ice troll - 120
1938 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Ice troll - 120
1940 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Ice troll - 120
1941 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
1951 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
1952 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
1953 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
1954 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
1955 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
1956 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Shadow Hound - 63
1976 - 580 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Fareed - 167
1977 - 1300 -1 -1 -1 4 1 60 360 MELEE -1 -1 AGRESSIVE
//Possessed Priest - 91
1991 - 800 -1 -1 -1 4 1 60 90 MAGE -1 -1 AGRESSIVE
//Crocodile - 63
1993 - 630 -1 -1 -1 6 1 60 60 MELEE -1 -1 AGRESSIVE
//Jackal - 21
1994 - 270 -1 -1 -1 4 1 60 80 MELEE -1 -1 AGRESSIVE
//Locust - 18
1995 - 270 -1 -1 -1 5 1 60 30 MELEE -1 -1 AGRESSIVE
//Plague frog - 11
1997 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Scarab swarm - 98
2001 - 250 -1 -1 -1 2 1 60 20 MELEE -1 -1 AGRESSIVE
//Mummy - 84
2015 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Mummy - 84
2016 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Mummy - 84
2017 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Mummy - 84
2018 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Mummy - 84
2019 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Torag the Corrupted - 115
2029 - 1000 2068 2063 7197 3 1 60 230 MELEE -1 -1 AGRESSIVE
//Verac the Defiled - 115
2030 - 1000 2067 2063 7197 4 3 60 240 MELEE -1 -1 AGRESSIVE
//Bloodworm - 52
2031 - 440 -1 -1 -1 7 1 60 70 MELEE -1 -1 AGRESSIVE
//Crypt rat - 43
2032 - 350 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Giant crypt rat - 76
2033 - 700 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Crypt spider - 56
2034 - 600 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Giant crypt spider - 79
2035 - 800 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2044 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2045 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2046 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2047 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2048 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2049 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Skogre - 44
2050 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2051 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2052 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2053 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2054 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Zogre - 44
2055 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Skogre - 44
2056 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Skogre - 44
2057 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Slash Bash - 111
2060 - 1030 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Cave goblin guard - 26
2073 - 270 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Cave goblin guard - 24
2074 - 260 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Giant rat - 6
2091 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Black Guard Berserker - 66
2134 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Black Guard Berserker - 66
2135 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Black Guard Berserker - 66
2136 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Market Guard - 20
2236 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Khazard trooper - 19
2245 - 220 -1 -1 -1 6 1 60 33 MELEE -1 -1 PASSIVE
//Khazard trooper - 19
2246 - 220 -1 -1 -1 6 1 60 33 MELEE -1 -1 PASSIVE
//Gnome troop - 3
2247 - 30 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE
//Gnome troop - 3
2248 - 30 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE
//Paladin - 62
2256 - 660 -1 -1 -1 5 1 60 89 MELEE -1 -1 PASSIVE
//Abyssal leech - 41
2263 - 100 -1 -1 -1 3 1 60 21 MELEE -1 -1 AGRESSIVE
//Abyssal guardian - 59
2264 - 500 -1 -1 -1 5 1 60 111 MELEE -1 -1 AGRESSIVE
//Abyssal walker - 81
2265 - 950 -1 -1 -1 6 1 60 131 MELEE -1 -1 AGRESSIVE
//Goblin - 2
2274 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2275 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2276 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2277 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2278 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2279 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2280 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2281 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Sir Leye - 20
2285 - 210 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Cow calf - 2
2310 - 69 -1 -1 -1 4 1 60 11 MELEE -1 -1 PASSIVE
//Chicken - 1
2313 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Chicken - 1
2314 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Chicken - 1
2315 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Giant Rock Crab - 137
2452 - 2400 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Dagannoth spawn - 42
2454 - 350 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Wallasalki - 98
2457 - 1300 -1 -1 -1 6 1 60 300 MAGE -1 -1 AGRESSIVE
//Bush snake - 35
2489 - 250 -1 -1 -1 4 1 60 38 MELEE -1 -1 AGRESSIVE
//Bush snake - 35
2490 - 250 -1 -1 -1 4 1 60 38 MELEE -1 -1 AGRESSIVE
//Jungle spider - 44
2491 - 500 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Jungle spider - 44
2492 - 500 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Broodoo victim - 60
2499 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE
//Broodoo victim - 60
2501 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE
//Broodoo victim - 60
2503 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE
//Chaos druid - 13
2547 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Market Guard - 20
2571 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2591 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2592 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2594 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2595 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2596 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2597 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
2600 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
2601 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
2602 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
2603 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2605 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2606 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2607 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2608 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2609 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
2611 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
2614 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
2615 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
2616 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//Tz-Kih - 22
2627 - 100 16089 16088 16109 7 1 60 40 MELEE -1 -1 AGRESSIVE
//Tz-Kih - 22
2628 - 100 -1 -1 -1 7 1 60 40 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
2629 - 200 -1 -1 -1 5 1 60 75 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
2630 - 200 16163 16165 16164 5 1 60 75 MELEE -1 -1 AGRESSIVE
//Thief - 16
2674 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Highwayman - 5
2677 - 130 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Goblin - 2
2678 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2679 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2680 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
2681 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Rat - 1
2682 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Hengel - 2
2683 - 70 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Duck - 1
2693 - 30 -1 -1 -1 4 1 60 8 MELEE -1 -1 PASSIVE
//Pirate - 23
2695 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Thief - 16
2696 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Mugger - 6
2697 - 80 -1 -1 -1 4 1 60 14 MELEE -1 -1 AGRESSIVE
//Black knight - 33
2698 - 420 -1 -1 -1 6 1 60 47 MELEE -1 -1 AGRESSIVE
//Guard - 21
2699 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Guard - 21
2700 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Guard - 21
2701 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Guard - 21
2702 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Guard - 21
2703 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Fire wizard - 13
2709 - 250 -1 -1 -1 4 1 60 60 MAGE -1 -1 PASSIVE
//Water wizard - 13
2710 - 250 -1 -1 -1 4 1 60 40 MAGE -1 -1 PASSIVE
//Earth wizard - 13
2711 - 250 -1 -1 -1 4 1 60 60 MAGE -1 -1 PASSIVE
//Air wizard - 13
2712 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 PASSIVE
//Tz-Kih - 22
2734 - 100 16089 16088 16109 7 2 60 40 MELEE -1 -1 AGRESSIVE
//Tz-Kih - 22
2735 - 100 16089 16088 16109 7 2 60 40 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
2736 - 200 16163 16165 16164 5 2 60 75 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
2737 - 200 16163 16165 16164 5 2 60 75 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 22
2738 - 100 16167 16169 16168 5 2 60 75 MELEE -1 -1 AGRESSIVE
//Tox-Xil - 90
2739 - 400 16131 16130 16110 5 3 60 170 SPECIAL -1 -1 AGRESSIVE
//Tox-Xil - 90
2740 - 400 16131 16130 16110 5 3 60 170 SPECIAL -1 -1 AGRESSIVE
//Yt-MejKot - 180
2741 - 800 16102 16101 16103 4 4 60 280 MELEE -1 -1 AGRESSIVE
//Yt-MejKot - 180
2742 - 800 9252 9253 9254 4 4 60 280 MELEE -1 -1 AGRESSIVE
//Ket-Zek - 360
2743 - 1600 16134 16135 16111 4 3 60 540 SPECIAL -1 -1 AGRESSIVE
//Ket-Zek - 360
2744 - 1600 16134 16135 16111 4 3 60 540 SPECIAL -1 -1 AGRESSIVE
//Yt-HurKot - 108
2746 - 600 16087 16086 -1 4 6 60 140 MELEE -1 -1 AGRESSIVE
//Shadow - 73
2782 - 150 -1 -1 -1 5 1 60 130 MELEE -1 -1 AGRESSIVE
//Dark beast - 182
2783 - 2200 -1 -1 -1 5 1 60 0 MELEE -1 -1 AGRESSIVE
//Ogre - 63
2801 - 700 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Desert Lizard - 24
2804 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Desert Lizard - 24
2805 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Desert Lizard - 24
2806 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Small Lizard - 12
2807 - 150 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Small Lizard - 12
2808 - 150 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Zombie pirate - 57
2837 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
2838 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
2839 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
2840 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
2841 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
2842 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Evil spirit - 150
2849 - 900 -1 -1 -1 4 1 60 280 MELEE -1 -1 AGRESSIVE
//Fever spider - 49
2850 - 400 -1 -1 -1 5 1 60 50 MELEE -1 -1 PASSIVE
//Dagannoth Supreme - 303
2881 - 2560 -1 -1 -1 7 1 60 300 RANGE -1 -1 AGRESSIVE
//Dagannoth Prime - 303
2882 - 2550 -1 -1 -1 4 1 60 610 MAGE -1 -1 AGRESSIVE
//Dagannoth Rex - 303
2883 - 2550 -1 -1 -1 4 1 60 280 MELEE -1 -1 AGRESSIVE
//Wallasalki - 98
2884 - 1300 -1 -1 -1 6 1 60 300 MAGE -1 -1 AGRESSIVE
//Giant Rock Crab - 137
2885 - 2400 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Rock lobster - 127
2889 - 1500 -1 -1 -1 3 1 60 150 MELEE -1 -1 AGRESSIVE
//Spinolyp - 76
2892 - 750 -1 -1 -1 6 1 60 100 MAGE -1 -1 AGRESSIVE
//Spinolyp - 76
2894 - 750 -1 -1 -1 6 1 60 100 MAGE -1 -1 AGRESSIVE
//Spinolyp - 76
2896 - 750 -1 -1 -1 6 1 60 100 MAGE -1 -1 AGRESSIVE
//Agrith Naar - 100
2919 - 950 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Black golem - 75
3026 - 800 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Poltenip - 21
3042 - 220 -1 -1 -1 4 1 60 34 MELEE -1 -1 PASSIVE
//Radat - 21
3043 - 220 -1 -1 -1 4 1 60 34 MELEE -1 -1 PASSIVE
//Earth Warrior Champion - 102
3057 - 1080 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Giant Champion - 56
3058 - 700 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Ghoul Champion - 85
3059 - 1000 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Hobgoblin Champion - 56
3061 - 580 -1 -1 -1 4 1 60 100 RANGE -1 -1 AGRESSIVE
//Imp Champion - 14
3062 - 400 -1 -1 -1 5 1 60 35 MELEE -1 -1 AGRESSIVE
//Jogre Champion - 107
3063 - 1200 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Lesser Demon Champion - 162
3064 - 1480 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Skeleton Champion - 40
3065 - 580 -1 -1 -1 4 1 60 50 RANGE -1 -1 AGRESSIVE
//Zombie Champion - 51
3066 - 600 -1 -1 -1 5 1 60 70 MELEE -1 -1 AGRESSIVE
//Leon d'Cour - 141
3067 - 1230 -1 -1 -1 4 1 60 130 MELEE -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
3068 - 2000 -1 -1 -1 7 1 60 139 MELEE -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
3069 - 2000 -1 -1 -1 7 1 60 139 MELEE -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
3070 - 2000 -1 -1 -1 7 1 60 139 MELEE -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
3071 - 2000 -1 -1 -1 7 1 60 139 MELEE -1 -1 AGRESSIVE
//Ice giant - 53
3072 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Ice warrior - 57
3073 - 590 -1 -1 -1 5 1 60 61 MELEE -1 -1 AGRESSIVE
//Haakon the Champion - 29
3090 - 350 -1 -1 -1 4 1 60 42 MELEE -1 -1 AGRESSIVE
//Harpie Bug Swarm - 46
3153 - 250 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Pirate - 57
3187 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Pirate - 57
3188 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Pirate - 57
3189 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Pirate - 57
3190 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Pirate - 57
3191 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Pirate - 57
3192 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Pirate - 57
3193 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Pirate - 57
3194 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Pirate - 57
3195 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Pirate - 57
